SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
2763,,,,,"RESULTS: Apocynin, Mito-TEMPO, and Celecoxib treatments prevented Ang II-induced hypertension, the increased vasoconstrictor responses to phenylephrine, and the reduced acetylcholine relaxation.",,,,
2764,,,,,"OBJECTIVE: To determine whether ""continuous"" celecoxib is more efficacious than ""intermittent"" use in preventing osteoarthritis (OA) flares of the knee and/or hip.",,,,
2765,,,,,"CONCLUSIONS: From the result of this study, we could learn that celecoxib could reduce HFS that was induced by capecitabine.",,,,
2766,,,,,RESULTS: Celecoxib and pregabalin were effective in reducing low-back pain when patients were pooled according to LANSS score.,,,,
2767,,,,,A combination of atorvastatin and celecoxib may be an effective strategy for the prevention of prostate cancer.,,,,
2768,,,,,Celecoxib prevents neuroblastoma tumor development and potentiates the effect of chemotherapeutic drugs in vitro and in vivo.,,,,
2769,,,,,Risks and benefits of celecoxib to prevent recurrent adenomas.,,,,
2770,,,,,"CONCLUSIONS: Aspirin might prevent the development of colorectal adenomas, but there is no evidence to support that sulindac and celecoxib might cure or prevent colorectal adenomas or familial adenomatous polyposis and that regular aspirin use might reduce the risk of colorectal cancer.",,,,
2771,,,,,"The cyclooxygenase-2 inhibitor, celecoxib, prevents the development of mammary tumors in Her-2/neu mice.",,,,
2772,,,,,The cyclooxygenase-2-selective inhibitors rofecoxib and celecoxib prevent colorectal neoplasia occurrence and recurrence.,,,,
2773,,,,,"Within the first 24 hours, celecoxib at a dose of 200 or 400 mg/d significantly reduced the amount of acute pain experienced compared with placebo for four of the five measures, and statistical significance for the remaining parameter, ""pain in the last 24 hours,"" was achieved on day 2.",,,,
2774,,,,,Protective effects of Celecoxib on lung injury and red blood cells modification induced by carrageenan in the rat.,,,,
2775,,,,,IMPLICATIONS: Oral premedication with a combination of acetaminophen (2000 mg) and celecoxib (200 mg) was effective in decreasing pain and improving patient satisfaction after otolaryngologic surgery.,,,,
2776,,,,,"Celecoxib (25 mg/kg per day) significantly reduced the inflammation, the local PGE2 production, and osteolysis.",,,,
2777,,,,,The results show that the orally administered selective COX-2 inhibitor celecoxib prevents new tumor formation after the onset of photocarcinogenesis and suggest that treatment with celecoxib may be very useful in preventing UV-induced skin tumors in humans.,,,,
2778,,,,,"In summary, celecoxib, a COX-2 inhibitor, did not detectably affect recovery of muscle function or markers of inflammation and regeneration after unaccustomed eccentric exercise, nor did the drug influence the repeated-bout effect.",,,,
2779,,,,,"Concerning the risk of arterial hypertension, aedemas or congestive cardiac insufficiency, a meta-analysis and a randomised trial have shown a deleterious effect of rofecoxib in comparison with celecoxib and non-specific NSAIDs.",,,,
2780,,,,,CONCLUSIONS: Short-term use of the nonselective COX inhibitors ibuprofen and naproxen is associated with a greater risk for endoscopic mucosal injury compared with the COX-2-selective inhibitor celecoxib or placebo.,,,,
2781,,,,,"Moreover, the COX-2/COX-1 selectivity ratio is vital in the design of COX-2 inhibitory drugs, as it is clear from rofecoxib, which is more than 50-fold COX-2 selective.",,,,
2782,,,,,"Moreover, the COX-2/COX-1 selectivity ratio is vital in the design of COX-2 inhibitory drugs, as it is clear from rofecoxib, which is more than 50-fold COX-2 selective.",,,,
2783,,,,,"We compared the effects of ibuprofen and rofecoxib on fibula osteotomy healing in rabbits to determine whether nominal, continuous inhibition of COX-2 with rofecoxib would differentially affect fracture healing more than cyclical inhibition of COX-2 using ibuprofen, which inhibits COX-1 and COX-2 and has a short half-life in vivo.",,,,
2784,,,,,"We compared the effects of ibuprofen and rofecoxib on fibula osteotomy healing in rabbits to determine whether nominal, continuous inhibition of COX-2 with rofecoxib would differentially affect fracture healing more than cyclical inhibition of COX-2 using ibuprofen, which inhibits COX-1 and COX-2 and has a short half-life in vivo.",,,,
2785,,,,,Two NSAIDs (celecoxib and rofecoxib) with very high specificity for COX-2 and virtually no activity against COX-1 at therapeutic doses have been approved for clinical use.,,,,
2786,,,,,"Thus, physiological and pathophysiological roles of COX-2 were considered from the standpoint of clinical effects of the two latest COX-2 selective inhibitors, celecoxib and rofecoxib, on inflammation, pain, fever and colorectal cancer together with their adverse effects on gastrointestinal, renal and platelet functions; and the usefulness and limits of COX-2-selective inhibitors were discussed with the trends of new NSAIDs development.",,,,
2787,,,,,We conclude that a single preoperative dose of rofecoxib resulted in less vomiting and lower 24-h pain scores in pediatric patients undergoing an elective tonsillectomy.,,,,
2788,,,,,"Rofecoxib significantly increased the incidence of diarrhoea and decreased constipation, fatigue, fever, weight loss, and pain, and analgesic consumption.",,,,
2789,,,,,Comparison of Lornoxicam and Rofecoxib in Patients with Activated Osteoarthritis (COLOR Study).,,,,
2790,,,,,Rofecoxib in lower doses had the same effect on adenomas (p < 0.05) with no effect on adenocarcinomas.,,,,
2791,,,,,Effect of rofecoxib on pain caused by osteoid osteoma.,,,,
2792,,,,,"We examined the effect of the selective cyclooxygenase-2 inhibitors rofecoxib and celecoxib, nonselective nonsteroidal anti-inflammatory drugs, aspirin, and acetaminophen on colorectal neoplasia (colorectal cancer, colorectal adenoma, or both).",,,,
2793,,,,,The absence of a significant effect of rofecoxib on intestinal permeability at doses at least twice those recommended to treat osteoarthritis was consistent with other studies that have demonstrated little or no injury to the gastrointestinal mucosa associated with rofecoxib therapy.,,,,
2794,,,,,"Using the ratio of the COX-1 IC(50) values over the COX-2 IC(50) values in the human whole blood assay, selectivity ratios for the inhibition of COX-2 of 36, 6.6, 2, 3, and 0.4 were obtained for rofecoxib, celecoxib, meloxicam, diclofenac, and indomethacin, respectively.",,,,
2795,,,,,"Mucosal PGE2 content was increased following IA treatment, with apparent expression of COX-2 mRNA in the stomach, and the increased PGE2 production was significantly suppressed by SC-560 and rofecoxib as well as indomethacin.",,,,
2796,,,,,Perioperative rofecoxib plus local anesthetic field block diminishes pain and recovery time after outpatient inguinal hernia repair.,,,,
2797,,,,,BACKGROUND: The cardiovascular safety of cyclooxygenase (COX)-2-selective nonsteroidal antiinflammatory drugs (NSAIDs) has come under scrutiny after the withdrawal of rofecoxib and halting of the Adenoma Prevention with Celecoxib trial.,,,,
2798,,,,,The cyclooxygenase-2-selective inhibitors rofecoxib and celecoxib prevent colorectal neoplasia occurrence and recurrence.,,,,
2799,,,,,"This study was designed to assess the efficacy of preoperative administration of rofecoxib (Vioxx; Merck & Co., Inc., Somerset, NJ) in reducing pain and opioid requirements after single-level lumbar microdiscectomy.",,,,
2800,,,,,Rofecoxib also conferred a reduction in risk of advanced adenomas (P < .01).,,,,
2801,,,,,"In conclusion, our study confirmed the chondro-protective role of etoricoxib in OA, and proved the curative effects of etoricoxib-loaded PLGA-PEG-PLGA NPs in vivo.",,,,
2802,,,,,The purpose of this study was to investigate the effect of etoricoxib on oxidative injury induced with ischemia-reperfusion (I/R) in rat kidney tissue in terms of biochemistry and immunohistochemistry.,,,,
2803,,,,,DISCUSSION: The results of this study will provide information on the analgesic effectiveness of etoricoxib in preemptive analgesia and will give hints on possible preventive effects of persistent pain.,,,,
2804,,,,,"This review examines the role of the newest COX-2 selective inhibitors, etoricoxib and lumiracoxib, in treating rheumatic disease.",,,,
2805,,,,,"In summary, etoricoxib represents a novel agent that selectively inhibits COX-2 with 106-fold selectivity in human whole blood assays in vitro and with the lowest potency of inhibition of COX-1 compared with other reported selective agents.",,,,
2806,,,,,The COX-2 inhibitor etoricoxib reduces experimental osteoarthritis and nociception in rats: The roles of TGF-beta1 and NGF expressions in chondrocytes.,,,,
2807,,,,,The results of this study show that etoricoxib treatment could decrease kidney injury during IR.,,,,
2808,,,,,CONCLUSION: A single oral dose of etoricoxib for reduction of pain during endometrial biopsy had not significantly lower the pain score during the procedure compared with the placebo.,,,,
2809,,,,,"In cellular assays, lumiracoxib had an IC(50) of 0.14 microM in COX-2-expressing dermal fibroblasts, but caused no inhibition of COX-1 at concentrations up to 30 microM (HEK 293 cells transfected with human COX-1).",,,,
2810,,,,,"In cellular assays, lumiracoxib had an IC(50) of 0.14 microM in COX-2-expressing dermal fibroblasts, but caused no inhibition of COX-1 at concentrations up to 30 microM (HEK 293 cells transfected with human COX-1).",,,,
2811,,,,,The positioning of critical substituents in the binding site was identified from a 2.35A crystal structure of lumiracoxib bound to COX-2.,,,,
2812,,,,,"This review examines the role of the newest COX-2 selective inhibitors, etoricoxib and lumiracoxib, in treating rheumatic disease.",,,,
2813,,,,,"Lumiracoxib, an inhibitor of cyclooxygenase 2 (COX-2), is under development by Novartis for the potential treatment of osteoarthritis, rheumatoid arthritis and pain.",,,,
2814,,,,,We therefore conclude that valdecoxib specifically interacts with COX-2 and induces a conformation accessible for ubiquitination and degradation.,,,,
2815,,,,,"Unique binding interactions of valdecoxib with COX-2 translate into a fast rate of inactivation of COX-2 (110,000 M/s compared with 7000 M/s for rofecoxib and 80 M/s for etoricoxib).",,,,
2816,,,,,"Valdecoxib has been described by Searle as almost superimposable at the site critical for COX-2 inhibition, a structural side pocket in the enzyme which coincides with the sulfonamide group of the drug [324667].",,,,
2817,,,,,Valdecoxib had opioid-sparing effects after hip or knee arthroplasty and reduced pain after laparoscopic cholecystectomy.,,,,
2818,,,,,CONCLUSIONS: Valdecoxib and GTN were not effective for the prevention of post-ERCP pancreatitis.,,,,
2819,,,,,"Thus, valdecoxib in combination with morphine provides multi-modal analgesia that reduces pain and opioid use and increases patient satisfaction following knee replacement surgery.",,,,
2820,,,,,"On the other hand, Pcox administered before irradiation showed a significant increase in both vascular endothelial growth factor (VEGF) and COX-2 levels (p < 0.05) and in nitric oxide production (p < 0.01), when compared with the control group.",,,,
2821,,,,,"On the other hand, Pcox administered before irradiation showed a significant increase in both vascular endothelial growth factor (VEGF) and COX-2 levels (p < 0.05) and in nitric oxide production (p < 0.01), when compared with the control group.",,,,
